user_id,norm_implicit,explicit_norm
1010718,1.73205,1.73205080757
1010849,1.0,1.0
1010950,7.34847,12.0453388865
1011011,3.60555,3.60555127546
1011092,1.0,1.0
1011138,2.44949,2.44948974278
1011208,3.60555,4.09605772542
1011407,2.64575,3.47311099736
1011438,3.60555,3.60555127546
1011484,3.16228,3.16227766017
1011555,2.23607,2.56124969497
1011566,1.0,1.0
101162,1.73205,1.73205080757
1011666,2.0,2.0
1011774,2.82843,3.12696160674
1011830,4.58258,5.07719301288
1011878,3.0,3.46410161514
1011914,7.0,7.65368018733
1011944,2.64575,2.64575131106
1011957,5.91608,9.23797536747
1012009,6.08276,6.1463557406
1012020,3.16228,3.16227766017
1012023,4.3589,4.35889894354
1012049,5.38516,6.16441400297
1012096,5.91608,8.62165104084
1012106,2.82843,2.82842712475
1012110,2.82843,3.31662479036
1012115,2.44949,2.44948974278
101222,6.9282,7.75760129035
1012343,4.79583,4.9244289009
101236,2.64575,2.64575131106
1012377,1.0,1.0
1012649,3.74166,3.74165738677
101276,2.64575,2.64575131106
1012861,2.0,2.0
1012978,6.78233,8.0777472107
1013020,1.0,1.0
1013075,1.73205,1.73205080757
10131,2.0,2.0
1013286,3.87298,4.24264068712
1013304,2.44949,2.44948974278
1013430,1.41421,1.41421356237
1013470,1.41421,1.41421356237
1013529,3.4641,3.46410161514
1013600,5.83095,5.83095189485
1013649,4.69042,4.69041575982
1013734,1.73205,3.11361347794
10140,2.23607,2.2360679775
1014010,1.0,1.0
1014111,5.19615,6.32675974651
1014128,4.69042,4.69041575982
1014194,4.79583,5.09901951359
1014284,1.0,1.0
1014304,5.19615,5.19615242271
1014434,2.82843,2.82842712475
101454,1.41421,1.41421356237
1014654,2.0,2.64575131106
1014733,3.16228,3.16227766017
1014739,2.0,2.0
1014915,3.4641,3.87298334621
1014935,1.73205,2.44948974278
1014976,3.74166,3.74165738677
1015058,3.74166,3.74165738677
1015106,2.23607,2.2360679775
101514,1.0,1.0
1015289,4.79583,6.92950775885
1015370,1.41421,1.41421356237
1015380,3.0,3.0
1015384,1.41421,1.41421356237
1015390,5.2915,5.78657343339
101541,2.0,2.0
1015462,3.0,3.0
1015576,2.0,2.0
1015621,3.4641,3.46410161514
1015671,4.89898,4.89897948557
1015786,1.73205,1.73205080757
1015796,1.41421,1.41421356237
1015833,,0.0
1015853,2.82843,2.82842712475
101587,5.38516,6.89604073219
1015913,3.0,3.53411940941
101595,5.65685,5.65685424949
1016093,,0.0
1016131,4.69042,4.72876187707
1016144,2.0,2.0
1016175,2.82843,3.31662479036
1016264,4.24264,5.19615242271
1016282,3.16228,3.16227766017
1016332,2.0,2.0
101636,1.41421,1.41421356237
1016456,4.89898,6.82856785058
101656,3.0,3.0
1016635,2.44949,2.44948974278
101666,3.0,3.66664545464
1016685,1.0,1.0
1016783,3.87298,3.87298334621
1016798,2.23607,2.2360679775
1016830,1.0,1.0
1016905,1.0,1.0
1016942,1.41421,1.41421356237
1016949,4.89898,4.89897948557
1017050,1.41421,1.41421356237
1017093,1.73205,2.06155281281
1017223,5.74456,6.14637201038
1017318,1.0,1.0
1017438,1.0,1.0
1017738,2.44949,2.44948974278
101774,4.12311,4.69707355701
1017861,3.0,3.0
1018018,2.0,2.0
1018049,2.44949,2.44948974278
1018140,2.0,2.0
1018197,3.16228,3.16227766017
1018223,6.9282,7.61987532706
1018296,4.24264,4.24264068712
1018433,4.3589,5.84997245976
1018472,1.0,1.0
1018563,5.0,5.0
101857,,0.0
1018656,1.0,1.5
1018680,2.44949,2.44948974278
1018782,1.41421,1.41421356237
1018817,3.60555,3.60555127546
1018872,5.74456,7.55397246487
1018979,2.82843,2.82842712475
1018988,1.0,1.0
1018995,4.69042,4.69041575982
1019006,4.3589,4.35889894354
1019038,1.41421,1.41421356237
1019179,4.12311,4.12310562562
1019243,4.47214,4.472135955
1019457,3.60555,3.60555127546
1019581,4.47214,4.71593044902
1019703,7.07107,8.6846446974
1019742,3.0,4.80234317807
1019744,3.87298,4.74973683482
1019829,2.64575,2.64575131106
1019886,1.73205,1.73205080757
102002,,0.0
1020031,4.47214,5.66395523376
1020047,3.4641,3.46410161514
1020065,3.87298,3.87298334621
1020087,2.23607,2.5
1020128,4.3589,4.35889894354
102013,1.0,1.0
1020255,3.31662,3.31662479036
1020433,1.0,1.0
1020454,2.64575,2.64575131106
1020458,6.0,6.0
102054,1.0,1.0
1020558,1.41421,1.41421356237
1020604,4.79583,4.79583152331
1020698,3.0,3.32079642405
1020701,2.64575,3.98604788983
1020736,3.87298,3.87298334621
1020775,2.44949,2.44948974278
1021064,1.0,1.0
102115,2.44949,2.44948974278
1021159,2.0,2.0
1021163,3.74166,5.04468238941
102132,3.0,3.0
1021374,7.61577,7.61577310586
1021403,6.245,6.82367203198
102145,1.73205,1.73205080757
1021627,7.4162,7.46844621658
102168,1.0,1.0
1021754,5.2915,5.29150262213
1021890,4.3589,4.35889894354
1021957,1.41421,1.41421356237
1021961,2.64575,2.64575131106
1022028,1.0,1.0
102204,4.0,4.0
1022057,2.82843,2.82842712475
1022153,1.73205,1.73205080757
1022182,3.0,3.0
1022222,2.23607,2.2360679775
1022315,,0.0
1022381,1.73205,1.73205080757
1022462,1.73205,1.73205080757
1022491,5.38516,5.38516480713
1022516,3.4641,3.46410161514
1022754,1.0,1.0
1022837,3.16228,3.35410196625
102285,1.41421,1.41421356237
1022858,6.245,6.48074069841
1023032,1.41421,1.41421356237
1023085,6.08276,6.5574385243
1023104,1.73205,1.73205080757
1023115,4.3589,5.1705886367
1023136,2.23607,2.2360679775
1023209,1.0,1.0
1023210,1.73205,1.73205080757
1023498,1.41421,1.41421356237
1023722,4.0,4.69041575982
1023777,2.23607,3.12696160674
1024082,2.23607,2.95803989155
1024202,5.56776,5.56776436283
1024396,1.0,1.0
1024405,3.87298,3.87298334621
1024425,1.41421,1.41421356237
1024433,1.0,1.0
1024581,2.44949,3.28296952316
1024583,5.83095,8.25925272407
1024756,1.0,1.0
1024782,1.73205,1.73205080757
1024917,2.64575,2.64575131106
1024987,1.0,1.0
1025024,1.73205,1.73205080757
1025036,1.0,1.0
1025056,4.79583,4.79583152331
102510,2.82843,3.41973520759
1025122,2.23607,3.52764636691
102518,4.58258,4.58257569496
102545,1.0,1.0
1025484,1.41421,1.41421356237
1025492,3.0,3.28296952316
1025513,3.0,3.39116499156
1025533,3.4641,3.46410161514
1025546,3.4641,3.46410161514
1025556,1.0,1.0
1025666,,0.0
1025746,1.0,1.0
1026018,1.0,1.0
1026167,1.41421,1.41421356237
1026168,3.0,3.0
1026173,2.0,2.0
1026175,2.64575,2.64575131106
1026208,3.60555,3.60555127546
102627,1.0,1.0
1026299,1.41421,1.41421356237
1026320,3.87298,3.87298334621
1026336,2.0,2.0
1026421,1.0,1.0
1026727,2.23607,2.2360679775
1026932,6.32456,6.71286079105
1026942,1.41421,1.41421356237
1026975,2.23607,2.2360679775
1026978,3.60555,3.60555127546
1026986,1.0,1.0
1027140,1.0,1.0
1027225,1.0,1.0
1027272,6.85565,7.58699545275
1027342,3.16228,4.69041575982
1027437,1.41421,1.41421356237
102749,5.74456,6.0
1027492,2.64575,4.47911821679
1027515,3.31662,3.31662479036
1027532,1.73205,3.46410161514
1027632,4.12311,5.60911559695
1027706,4.24264,4.58257569496
1027945,2.82843,3.31662479036
1027966,1.0,1.0
1028034,1.0,1.0
1028070,2.64575,2.64575131106
1028255,1.0,1.0
1028420,1.73205,1.73205080757
1028430,3.16228,3.16227766017
102845,1.0,1.0
1028510,1.41421,1.41421356237
1028554,9.05539,9.87321573197
1028597,4.0,4.0
1028737,4.24264,4.45689121362
1028747,2.64575,2.64575131106
1028764,3.31662,3.31662479036
1028766,,0.0
102885,2.82843,2.82842712475
1028957,2.0,2.0
1029012,3.16228,3.60555127546
1029014,2.0,2.0
1029066,2.82843,2.82842712475
1029141,1.0,1.0
1029192,1.0,1.0
1029411,5.56776,6.20034586858
1029653,3.74166,4.29468146549
1029715,3.0,3.0
1029722,5.0,5.17473563479
1029737,2.23607,2.2360679775
1029809,1.0,1.0
1029891,5.38516,8.29701084066
1029909,3.0,3.0
1029923,4.0,4.60977222865
1029938,1.73205,1.73205080757
1030040,1.0,1.0
1030087,2.23607,2.82842712475
103017,1.0,1.0
103027,4.69042,4.69041575982
1030304,2.23607,2.2360679775
1030329,2.0,2.0
103035,2.0,2.0
1030385,2.23607,2.2360679775
103063,2.0,2.0
1030642,1.41421,1.41421356237
103079,1.0,1.0
1030801,2.82843,3.12696160674
1030958,1.73205,1.73205080757
103104,6.48074,7.80369712957
1031043,3.74166,3.74165738677
1031108,2.64575,2.64575131106
1031241,1.41421,1.94367921479
1031358,4.3589,4.35889894354
1031395,3.31662,3.31662479036
10316,2.0,2.0
1031623,1.73205,1.73205080757
103182,1.0,1.0
1031879,5.56776,5.6789083458
1031938,2.0,2.40372396294
1032120,6.08276,6.6345978695
1032241,,0.0
1032344,3.87298,5.58896730711
1032383,2.0,2.0
1032406,2.44949,3.24961536185
1032466,3.4641,3.46410161514
1032627,1.41421,1.41421356237
1032649,2.23607,2.2360679775
1032730,1.73205,1.73205080757
1032948,1.41421,1.41421356237
103310,2.82843,2.82842712475
1033144,2.64575,2.64575131106
1033157,5.09902,6.48556088554
103331,1.0,2.0
1033378,1.0,1.0
1033521,5.47723,5.89727809163
1033543,4.47214,4.472135955
1033754,,0.0
1033802,2.0,2.0
1033921,3.16228,3.60555127546
103393,2.44949,2.60339948721
1034006,1.0,1.0
1034015,1.0,1.0
1034070,1.0,1.0
1034118,2.82843,2.82842712475
1034187,4.47214,4.79583152331
10342,3.16228,3.16227766017
1034209,4.24264,4.24264068712
1034218,3.31662,3.31662479036
1034409,2.0,2.0
1034410,2.23607,2.2360679775
1034484,1.41421,1.41421356237
1034550,2.44949,2.44948974278
1034607,1.73205,1.73205080757
1034613,3.87298,4.03112887415
103478,4.3589,4.35889894354
1034847,2.23607,2.2360679775
1034866,2.0,2.0
10349,1.0,1.0
1035011,,0.0
1035082,8.30662,9.16659504014
1035132,3.0,4.09608213907
1035135,1.0,1.0
1035466,4.58258,4.58257569496
1035473,5.38516,5.8879974431
1035540,4.12311,4.19076365356
1035545,5.2915,5.83095189485
1035600,5.0,5.0
1035616,3.31662,3.31662479036
1035765,1.0,1.0
1035817,7.4162,7.4161984871
1035964,1.41421,1.41421356237
1035993,2.64575,2.64575131106
1036149,1.0,1.0
1036227,1.41421,1.41421356237
1036538,4.3589,4.69041575982
103669,3.60555,3.86507755291
1036805,2.44949,2.44948974278
1036878,3.4641,3.46410161514
1036907,3.31662,4.00345961513
1036980,3.0,3.0
1037016,1.73205,2.87054001888
1037037,2.64575,2.64575131106
1037048,2.0,2.90590586393
1037092,3.74166,3.74165738677
1037132,1.73205,1.73205080757
1037138,3.74166,3.74165738677
1037288,2.0,2.8394541729
1037376,1.41421,1.41421356237
1037526,3.4641,3.46410161514
1037902,1.41421,1.41421356237
1038064,4.69042,5.19615242271
1038092,1.41421,1.41421356237
1038131,1.0,2.0
1038342,1.0,1.0
1038442,1.0,1.0
1038601,1.41421,1.41421356237
103864,1.0,1.0
1038789,2.23607,2.2360679775
1038824,1.73205,1.73205080757
1038850,1.41421,1.41421356237
1038858,3.74166,4.33334615396
1039022,2.64575,2.64575131106
1039159,4.24264,4.44723384701
103917,2.64575,2.64575131106
1039175,2.64575,2.64575131106
1039230,3.16228,3.16227766017
1039250,2.0,2.0
1039295,3.31662,5.73065344354
1039401,1.0,1.0
1039433,1.0,1.0
1039457,1.0,1.0
1039474,2.23607,2.2360679775
1039490,4.89898,4.89897948557
103951,1.0,1.0
1039598,1.0,1.0
1039602,,0.0
1039617,2.23607,2.2360679775
1039643,1.73205,2.06155281281
1039644,1.0,1.0
1039649,3.16228,3.43189290188
1039677,1.0,1.0
1039752,4.24264,5.39575576263
103989,1.0,1.0
1039894,1.73205,1.73205080757
1039962,3.0,3.0
104001,2.23607,2.2360679775
1040037,2.82843,2.82842712475
1040171,4.0,5.27351874937
1040216,1.41421,1.41421356237
104025,1.0,1.0
1040277,5.47723,5.66237582645
1040346,3.60555,3.60555127546
104036,3.4641,3.87658211444
1040472,1.0,1.0
1040580,1.0,1.0
1040592,3.0,3.0
1040822,3.0,3.0
1040996,3.74166,3.74165738677
1041033,7.07107,7.07106781187
1041045,2.23607,2.2360679775
1041082,1.41421,1.41421356237
1041212,5.0,6.72681202354
1041220,1.41421,1.41421356237
1041541,1.0,1.0
1041692,2.23607,2.2360679775
104192,1.0,1.0
1041922,1.0,1.0
1041937,1.0,1.0
1041948,4.3589,4.35889894354
1041961,1.41421,1.41421356237
1041963,1.0,1.0
1042009,1.41421,1.41421356237
1042072,1.41421,2.82842712475
1042073,2.64575,2.64575131106
1042306,1.73205,1.73205080757
1042364,1.73205,1.73205080757
1042498,2.82843,2.82842712475
1042585,3.60555,4.91208487101
1042591,2.23607,2.2360679775
1042638,4.3589,5.20216301167
1042664,2.0,2.0
1042735,3.31662,3.31662479036
1042899,1.0,1.0
1042938,4.47214,4.60977222865
104295,2.44949,2.78888667572
1042989,2.64575,2.64575131106
104313,1.0,1.0
1043151,7.2111,7.58952554248
1043280,5.65685,6.08789783094
1043478,6.08276,6.0827625303
1043675,3.0,3.0
1043769,1.41421,1.41421356237
1043848,,0.0
1043863,1.73205,2.25
1044000,1.73205,1.73205080757
1044159,1.41421,1.41421356237
1044334,1.0,1.0
1044444,2.0,2.0
1044467,4.89898,4.89897948557
1044656,2.23607,2.2360679775
104467,3.31662,3.31662479036
1045013,2.82843,2.82842712475
1045078,6.16441,6.40312423743
1045257,1.0,1.0
1045279,4.24264,4.24264068712
1045313,4.69042,4.69041575982
1045365,3.4641,3.46410161514
1045445,,0.0
1045788,2.44949,3.46410161514
1045839,3.60555,4.0
1045859,8.60233,9.4467337096
1045923,2.0,2.0
1045983,11.5758,14.2925296145
104605,3.0,3.0
1046130,2.44949,2.44948974278
1046170,2.64575,3.16227766017
1046259,3.4641,3.46410161514
1046323,2.44949,2.44948974278
1046343,3.74166,4.02616442784
1046360,2.0,2.0
10464,2.44949,3.0
1046557,1.0,1.0
1046590,1.41421,1.41421356237
1046640,3.16228,3.43189290188
1046670,4.3589,4.35889894354
1046680,2.82843,3.12696160674
1046714,1.0,1.5
10469,2.0,2.0
1046969,1.0,1.0
10470,4.3589,4.35889894354
1047005,1.41421,1.41421356237
1047115,6.32456,6.32455532034
1047490,1.41421,1.41421356237
1047500,1.0,1.0
1047724,5.65685,5.65685424949
1047763,2.0,2.0
1047817,5.56776,7.23465195362
1047831,5.47723,5.47722557505
1047909,2.44949,2.44948974278
1047925,2.0,2.0
1047936,4.12311,4.12310562562
1047949,7.28011,7.60117680955
104796,5.83095,5.98146210303
1048093,1.41421,1.41421356237
1048178,1.73205,1.73205080757
1048184,1.73205,1.73205080757
1048208,2.0,2.0
1048248,1.73205,1.73205080757
1048283,1.0,1.0
1048316,4.3589,4.35889894354
1048381,4.47214,4.472135955
1048508,2.82843,2.82842712475
1048615,1.73205,1.73205080757
1048650,3.4641,3.46410161514
1048660,2.82843,3.35822704563
1048661,2.64575,2.64575131106
1048668,2.64575,3.5
10488,1.41421,1.41421356237
1048864,4.24264,5.23545604508
1049039,1.0,1.0
1049061,2.82843,3.6142080737
1049144,2.44949,3.46410161514
104917,2.0,2.0
104921,1.0,1.0
1049217,2.23607,4.10957148374
1049219,3.87298,3.87298334621
1049365,1.0,1.0
1049394,2.44949,2.44948974278
1049400,1.0,1.0
1049414,3.16228,3.35410196625
1049422,1.0,1.0
1049475,2.0,2.0
1049490,4.47214,4.52106182218
1049526,3.16228,3.16227766017
1049595,1.73205,2.44948974278
1049603,3.60555,4.07333038311
104965,4.24264,4.24264068712
1049735,3.4641,3.46410161514
1049750,4.12311,5.02493781056
1049850,1.41421,1.80277563773
1049943,2.44949,2.44948974278
1050009,6.40312,6.40312423743
1050018,3.0,3.0
1050037,1.0,1.0
1050075,2.82843,3.16665263172
1050314,2.0,2.0
105040,1.0,1.6667
1050412,1.0,2.0
1050502,2.44949,2.44948974278
1050504,1.0,1.0
1050630,1.0,1.0
1050836,1.41421,1.41421356237
1050949,2.64575,2.64575131106
1050953,2.23607,2.2360679775
1051040,2.64575,2.64575131106
1051056,2.23607,2.2360679775
1051144,2.82843,2.82842712475
1051183,1.41421,1.41421356237
1051240,2.23607,3.90184885535
1051292,5.0,5.76541412216
1051296,10.198,12.6502156329
1051309,1.0,1.0
1051337,2.64575,3.60555127546
1051345,2.0,2.0
1051353,2.0,2.0
1051380,1.73205,1.73205080757
1051441,4.12311,4.12310562562
1051471,2.44949,3.0
1051479,6.55744,7.31323837708
1051621,4.24264,4.24264068712
1051658,4.0,4.0
1051856,2.23607,2.2360679775
1052002,4.69042,4.69041575982
105202,1.41421,1.41421356237
1052102,2.82843,2.82842712475
1052107,2.0,2.0
1052182,3.74166,5.10189160606
10522,9.74679,10.8441270446
1052258,2.44949,3.0
105245,1.0,1.0
1052521,2.23607,2.2360679775
105273,3.60555,3.60555127546
1052807,1.0,1.0
1052809,3.74166,3.74165738677
1052952,2.23607,2.2360679775
1053084,1.73205,1.73205080757
1053137,2.44949,2.44948974278
1053231,9.94987,9.94987437107
1053280,5.0,5.83095189485
105334,1.0,1.0
1053370,3.16228,3.16227766017
1053407,2.44949,2.44948974278
1053459,2.0,2.0
1053464,2.23607,3.62475899613
1053492,9.0,9.0
105351,3.60555,3.60555127546
1053694,4.3589,4.35889894354
1053884,1.0,1.0
1053983,4.69042,6.22718948563
1054273,3.4641,3.46410161514
1054322,2.64575,2.64575131106
1054347,1.41421,1.41421356237
1054366,2.0,2.0
1054487,1.0,1.0
105465,1.0,1.0
1054657,2.23607,2.2360679775
1054741,1.0,2.0
1054885,4.0,4.15331193146
1054979,2.23607,2.5
1055004,1.73205,1.73205080757
1055030,12.8452,14.8709638326
1055047,4.58258,4.58257569496
1055107,2.64575,2.64575131106
105511,2.64575,2.64575131106
1055253,1.0,1.0
1055266,1.0,1.0
1055270,1.73205,1.73205080757
1055431,3.0,3.0
1055502,2.23607,3.88104367407
1055524,2.82843,3.35822704563
1055624,3.0,3.46410161514
1055645,4.69042,4.85338827831
1055715,1.41421,1.41421356237
1055719,2.0,2.0
1055735,3.87298,3.87298334621
105574,3.0,3.0
1055839,2.0,2.0
1055846,8.12404,10.0138848051
1056123,,0.0
1056152,5.83095,5.83095189485
1056173,4.58258,4.58257569496
1056359,1.73205,1.73205080757
1056378,1.73205,1.73205080757
1056407,1.0,1.0
1056463,2.23607,2.2360679775
1056513,2.0,2.0
1056529,5.38516,5.9160797831
1056541,5.19615,5.19615242271
1056557,4.47214,4.472135955
1056569,1.0,1.0
1056753,1.41421,1.41421356237
1056838,1.73205,1.73205080757
1056845,1.41421,1.41421356237
1057102,6.245,6.78693598025
1057138,,0.0
1057164,1.0,1.0
10573,1.41421,1.41421356237
1057375,3.31662,4.12310562562
1057416,1.73205,1.73205080757
105772,2.0,2.0
1057757,4.89898,4.89897948557
1057831,2.0,2.8394541729
1057867,1.41421,1.41421356237
1057872,2.44949,2.44948974278
1058015,9.38083,9.88967025638
1058188,2.44949,2.44948974278
1058224,4.47214,6.30843160381
1058396,1.41421,2.2360679775
1058478,1.73205,1.73205080757
1058715,6.63325,9.2155783302
1058816,11.4018,12.197844567
1058976,1.73205,1.73205080757
1059023,8.42615,8.42614977318
1059036,,0.0
1059207,2.82843,2.82842712475
1059238,2.23607,2.2360679775
1059271,1.41421,1.41421356237
1059297,1.0,1.0
1059346,4.47214,4.472135955
1059501,3.0,3.0
1059574,1.0,1.0
1059576,4.79583,4.79583152331
1059635,2.23607,2.2360679775
1059764,2.23607,2.2360679775
1059801,5.56776,5.83095189485
1059846,2.64575,2.64575131106
1059852,2.0,2.0
1059888,5.38516,5.65685424949
105993,1.73205,1.73205080757
1059933,2.44949,3.0
1059966,2.82843,2.82842712475
1059972,1.41421,1.41421356237
1059973,2.23607,2.2360679775
1060145,1.73205,1.73205080757
1060183,1.0,2.0
1060220,2.23607,2.2360679775
106028,5.83095,7.65217470919
1060318,1.0,1.0
1060467,1.0,1.0
1060487,2.0,2.0
1060623,6.16441,6.92949412944
106064,1.41421,1.41421356237
1060669,1.73205,1.73205080757
1060803,2.44949,2.44948974278
1060817,1.0,1.0
106083,2.64575,2.64575131106
1060839,5.38516,5.98332590538
1060929,,0.0
1060933,5.65685,5.79309934318
1060992,5.2915,6.03327348046
1061044,6.245,7.17856517418
1061115,5.65685,5.65685424949
1061167,5.38516,5.38516480713
1061356,1.73205,1.73205080757
1061447,1.41421,1.41421356237
1061691,2.44949,2.44948974278
1061934,6.245,6.40800280899
1061977,2.64575,2.64575131106
106202,1.0,1.0
106208,4.69042,6.22718948563
1062165,2.44949,2.44948974278
1062345,2.23607,2.2360679775
1062354,,0.0
1062493,1.73205,1.73205080757
1062649,1.0,1.0
106268,2.23607,2.2360679775
1062737,2.64575,2.64575131106
1062751,2.82843,2.82842712475
1062819,2.82843,5.38516480713
1062936,2.23607,2.2360679775
1063087,1.73205,2.44948974278
1063114,1.0,1.0
1063159,4.3589,4.35889894354
106320,1.41421,1.41421356237
1063201,2.64575,2.64575131106
1063376,2.44949,2.44948974278
1063401,8.30662,8.44616415244
1063560,2.0,2.64575131106
1063561,3.74166,4.19791614971
1063601,3.16228,3.16227766017
1063611,1.73205,1.73205080757
1063680,2.23607,2.2360679775
1063755,1.41421,1.41421356237
1063849,5.91608,6.16441400297
106391,5.56776,6.22718948563
1064,3.16228,3.80056428573
1064040,1.41421,1.41421356237
1064079,1.41421,1.41421356237
1064097,2.82843,2.82842712475
106421,1.0,1.0
1064349,2.23607,2.95803989155
106439,1.0,1.0
1064475,3.60555,3.60555127546
1064481,1.0,1.0
1064700,1.0,1.0
1064889,2.23607,2.2360679775
1064896,2.44949,2.69258240357
1064916,2.0,2.0
1065005,1.73205,1.73205080757
1065079,1.73205,1.73205080757
106510,4.12311,4.472135955
1065154,1.41421,1.41421356237
1065208,1.0,1.0
1065315,,0.0
106534,2.64575,2.64575131106
1065393,3.31662,3.31662479036
1065398,4.12311,4.12310562562
106543,1.73205,1.73205080757
1065441,,0.0
1065508,2.64575,2.64575131106
106557,1.0,1.0
1065574,1.0,1.0
1065625,4.69042,5.33303730064
1065656,4.89898,5.09116882454
1065677,3.31662,3.31662479036
1065910,3.4641,4.44723384701
1065955,3.0,3.0
1065961,1.41421,1.41421356237
1065982,1.0,1.0
1066011,3.31662,3.74165738677
1066054,3.4641,3.97211390698
1066284,7.14143,7.14142842854
1066361,3.74166,3.74165738677
1066427,2.0,3.0103986447
1066432,1.73205,1.73205080757
1066442,3.16228,4.35889894354
1066483,7.54983,8.46286003665
1066571,,0.0
1066733,1.73205,1.73205080757
1066845,4.89898,4.89897948557
1066878,2.44949,2.44948974278
1066896,4.12311,5.76628129734
1066914,2.0,2.0
1066931,1.0,1.0
1066945,1.41421,1.41421356237
1066981,1.0,1.0
1067008,3.60555,3.60555127546
1067079,4.24264,4.24264068712
1067080,1.0,1.0
1067197,5.65685,7.0166722091
1067200,2.82843,2.82842712475
1067254,1.0,1.0
1067318,1.73205,1.73205080757
1067386,1.73205,1.73205080757
1067519,3.16228,3.16227766017
1067527,2.44949,2.44948974278
1067562,2.0,2.0
1067583,7.14143,7.74596669241
1067668,2.23607,2.2360679775
1067671,1.0,1.0
