user_id,norm_implicit
"1008725","2.23607"
"1008858","5.47723"
"1008931","5.74456"
"1008950","4.89898"
"100896","4.3589"
"1009012","6.245"
"1009055","1.73205"
"1009116","1"
"1009171","1.73205"
"1009271","3.31662"
"1009421","5.09902"
"1009474","7.07107"
"100951","2.44949"
"1009567","1.41421"
"1009581","1.41421"
"1009650","3.31662"
"1009945","5"
"1010150",NULL
"1010166","2.23607"
"1010271","10.0995"
"1010291","1.41421"
"1010543","1"
"101064","1.41421"
"1010718","1.73205"
"1010849","1"
"1010950","7.34847"
"1011011","3.60555"
"1011092","1"
"1011138","2.44949"
"1011208","3.60555"
"1011407","2.64575"
"1011438","3.60555"
"1011484","3.16228"
"1011555","2.23607"
"1011566","1"
"101162","1.73205"
"1011666","2"
"1011774","2.82843"
"1011830","4.58258"
"1011878","3"
"1011914","7"
"1011944","2.64575"
"1011957","5.91608"
"1012009","6.08276"
"1012020","3.16228"
"1012023","4.3589"
"1012049","5.38516"
"1012096","5.91608"
"1012106","2.82843"
"1012110","2.82843"
"1012115","2.44949"
"101222","6.9282"
"1012343","4.79583"
"101236","2.64575"
"1012377","1"
"1012649","3.74166"
"101276","2.64575"
"1012861","2"
"1012978","6.78233"
"1013020","1"
"1013075","1.73205"
"10131","2"
"1013286","3.87298"
"1013304","2.44949"
"1013430","1.41421"
"1013470","1.41421"
"1013529","3.4641"
"1013600","5.83095"
"1013649","4.69042"
"1013734","1.73205"
"10140","2.23607"
"1014010","1"
"1014111","5.19615"
"1014128","4.69042"
"1014194","4.79583"
"1014284","1"
"1014304","5.19615"
"1014434","2.82843"
"101454","1.41421"
"1014654","2"
"1014733","3.16228"
"1014739","2"
"1014915","3.4641"
"1014935","1.73205"
"1014976","3.74166"
"1015058","3.74166"
"1015106","2.23607"
"101514","1"
"1015289","4.79583"
"1015370","1.41421"
"1015380","3"
"1015384","1.41421"
"1015390","5.2915"
"101541","2"
"1015462","3"
"1015576","2"
"1015621","3.4641"
"1015671","4.89898"
"1015786","1.73205"
"1015796","1.41421"
"1015833",NULL
"1015853","2.82843"
"101587","5.38516"
"1015913","3"
"101595","5.65685"
"1016093",NULL
"1016131","4.69042"
"1016144","2"
"1016175","2.82843"
"1016264","4.24264"
"1016282","3.16228"
"1016332","2"
"101636","1.41421"
"1016456","4.89898"
"101656","3"
"1016635","2.44949"
"101666","3"
"1016685","1"
"1016783","3.87298"
"1016798","2.23607"
"1016830","1"
"1016905","1"
"1016942","1.41421"
"1016949","4.89898"
"1017050","1.41421"
"1017093","1.73205"
"1017223","5.74456"
"1017318","1"
"1017438","1"
"1017738","2.44949"
"101774","4.12311"
"1017861","3"
"1018018","2"
"1018049","2.44949"
"1018140","2"
"1018197","3.16228"
"1018223","6.9282"
"1018296","4.24264"
"1018433","4.3589"
"1018472","1"
"1018563","5"
"101857",NULL
"1018656","1"
"1018680","2.44949"
"1018782","1.41421"
"1018817","3.60555"
"1018872","5.74456"
"1018979","2.82843"
"1018988","1"
"1018995","4.69042"
"1019006","4.3589"
"1019038","1.41421"
"1019179","4.12311"
"1019243","4.47214"
"1019457","3.60555"
"1019581","4.47214"
"1019703","7.07107"
"1019742","3"
"1019744","3.87298"
"1019829","2.64575"
"1019886","1.73205"
"102002",NULL
"1020031","4.47214"
"1020047","3.4641"
"1020065","3.87298"
"1020087","2.23607"
"1020128","4.3589"
"102013","1"
"1020255","3.31662"
"1020433","1"
"1020454","2.64575"
"1020458","6"
"102054","1"
"1020558","1.41421"
"1020604","4.79583"
"1020698","3"
"1020701","2.64575"
"1020736","3.87298"
"1020775","2.44949"
"1021064","1"
"102115","2.44949"
"1021159","2"
"1021163","3.74166"
"102132","3"
"1021374","7.61577"
"1021403","6.245"
"102145","1.73205"
"1021627","7.4162"
"102168","1"
"1021754","5.2915"
"1021890","4.3589"
"1021957","1.41421"
"1021961","2.64575"
"1022028","1"
"102204","4"
"1022057","2.82843"
"1022153","1.73205"
"1022182","3"
"1022222","2.23607"
"1022315",NULL
"1022381","1.73205"
"1022462","1.73205"
"1022491","5.38516"
"1022516","3.4641"
"1022754","1"
"1022837","3.16228"
"102285","1.41421"
"1022858","6.245"
"1023032","1.41421"
"1023085","6.08276"
"1023104","1.73205"
"1023115","4.3589"
"1023136","2.23607"
"1023209","1"
"1023210","1.73205"
"1023498","1.41421"
"1023722","4"
"1023777","2.23607"
"1024082","2.23607"
"1024202","5.56776"
"1024396","1"
"1024405","3.87298"
"1024425","1.41421"
"1024433","1"
"1024581","2.44949"
"1024583","5.83095"
"1024756","1"
"1024782","1.73205"
"1024917","2.64575"
"1024987","1"
"1025024","1.73205"
"1025036","1"
"1025056","4.79583"
"102510","2.82843"
"1025122","2.23607"
"102518","4.58258"
"102545","1"
"1025484","1.41421"
"1025492","3"
"1025513","3"
"1025533","3.4641"
"1025546","3.4641"
"1025556","1"
"1025666",NULL
"1025746","1"
"1026018","1"
"1026167","1.41421"
"1026168","3"
"1026173","2"
"1026175","2.64575"
"1026208","3.60555"
"102627","1"
"1026299","1.41421"
"1026320","3.87298"
"1026336","2"
"1026421","1"
"1026727","2.23607"
"1026932","6.32456"
"1026942","1.41421"
"1026975","2.23607"
"1026978","3.60555"
"1026986","1"
"1027140","1"
"1027225","1"
"1027272","6.85565"
"1027342","3.16228"
"1027437","1.41421"
"102749","5.74456"
"1027492","2.64575"
"1027515","3.31662"
"1027532","1.73205"
"1027632","4.12311"
"1027706","4.24264"
"1027945","2.82843"
"1027966","1"
"1028034","1"
"1028070","2.64575"
"1028255","1"
"1028420","1.73205"
"1028430","3.16228"
"102845","1"
"1028510","1.41421"
"1028554","9.05539"
"1028597","4"
"1028737","4.24264"
"1028747","2.64575"
"1028764","3.31662"
"1028766",NULL
"102885","2.82843"
"1028957","2"
"1029012","3.16228"
"1029014","2"
"1029066","2.82843"
"1029141","1"
"1029192","1"
"1029411","5.56776"
"1029653","3.74166"
"1029715","3"
"1029722","5"
"1029737","2.23607"
"1029809","1"
"1029891","5.38516"
"1029909","3"
"1029923","4"
"1029938","1.73205"
"1030040","1"
"1030087","2.23607"
"103017","1"
"103027","4.69042"
"1030304","2.23607"
"1030329","2"
"103035","2"
"1030385","2.23607"
"103063","2"
"1030642","1.41421"
"103079","1"
"1030801","2.82843"
"1030958","1.73205"
"103104","6.48074"
"1031043","3.74166"
"1031108","2.64575"
"1031241","1.41421"
"1031358","4.3589"
"1031395","3.31662"
"10316","2"
"1031623","1.73205"
"103182","1"
"1031879","5.56776"
"1031938","2"
"1032120","6.08276"
"1032241",NULL
"1032344","3.87298"
"1032383","2"
"1032406","2.44949"
"1032466","3.4641"
"1032627","1.41421"
"1032649","2.23607"
"1032730","1.73205"
"1032948","1.41421"
"103310","2.82843"
"1033144","2.64575"
"1033157","5.09902"
"103331","1"
"1033378","1"
"1033521","5.47723"
"1033543","4.47214"
"1033754",NULL
"1033802","2"
"1033921","3.16228"
"103393","2.44949"
"1034006","1"
"1034015","1"
"1034070","1"
"1034118","2.82843"
"1034187","4.47214"
"10342","3.16228"
"1034209","4.24264"
"1034218","3.31662"
"1034409","2"
"1034410","2.23607"
"1034484","1.41421"
"1034550","2.44949"
"1034607","1.73205"
"1034613","3.87298"
"103478","4.3589"
"1034847","2.23607"
"1034866","2"
"10349","1"
"1035011",NULL
"1035082","8.30662"
"1035132","3"
"1035135","1"
"1035466","4.58258"
"1035473","5.38516"
"1035540","4.12311"
"1035545","5.2915"
"1035600","5"
"1035616","3.31662"
"1035765","1"
"1035817","7.4162"
"1035964","1.41421"
"1035993","2.64575"
"1036149","1"
"1036227","1.41421"
"1036538","4.3589"
"103669","3.60555"
"1036805","2.44949"
"1036878","3.4641"
"1036907","3.31662"
"1036980","3"
"1037016","1.73205"
"1037037","2.64575"
"1037048","2"
"1037092","3.74166"
"1037132","1.73205"
"1037138","3.74166"
"1037288","2"
"1037376","1.41421"
"1037526","3.4641"
"1037902","1.41421"
"1038064","4.69042"
"1038092","1.41421"
"1038131","1"
"1038342","1"
"1038442","1"
"1038601","1.41421"
"103864","1"
"1038789","2.23607"
"1038824","1.73205"
"1038850","1.41421"
"1038858","3.74166"
"1039022","2.64575"
"1039159","4.24264"
"103917","2.64575"
"1039175","2.64575"
"1039230","3.16228"
"1039250","2"
"1039295","3.31662"
"1039401","1"
"1039433","1"
"1039457","1"
"1039474","2.23607"
"1039490","4.89898"
"103951","1"
"1039598","1"
"1039602",NULL
"1039617","2.23607"
"1039643","1.73205"
"1039644","1"
"1039649","3.16228"
"1039677","1"
"1039752","4.24264"
"103989","1"
"1039894","1.73205"
"1039962","3"
"104001","2.23607"
"1040037","2.82843"
"1040171","4"
"1040216","1.41421"
"104025","1"
"1040277","5.47723"
"1040346","3.60555"
"104036","3.4641"
"1040472","1"
"1040580","1"
"1040592","3"
"1040822","3"
"1040996","3.74166"
"1041033","7.07107"
"1041045","2.23607"
"1041082","1.41421"
"1041212","5"
"1041220","1.41421"
"1041541","1"
"1041692","2.23607"
"104192","1"
"1041922","1"
"1041937","1"
"1041948","4.3589"
"1041961","1.41421"
"1041963","1"
"1042009","1.41421"
"1042072","1.41421"
"1042073","2.64575"
"1042306","1.73205"
"1042364","1.73205"
"1042498","2.82843"
"1042585","3.60555"
"1042591","2.23607"
"1042638","4.3589"
"1042664","2"
"1042735","3.31662"
"1042899","1"
"1042938","4.47214"
"104295","2.44949"
"1042989","2.64575"
"104313","1"
"1043151","7.2111"
"1043280","5.65685"
"1043478","6.08276"
"1043675","3"
"1043769","1.41421"
"1043848",NULL
"1043863","1.73205"
"1044000","1.73205"
"1044159","1.41421"
"1044334","1"
"1044444","2"
"1044467","4.89898"
"1044656","2.23607"
"104467","3.31662"
"1045013","2.82843"
"1045078","6.16441"
"1045257","1"
"1045279","4.24264"
"1045313","4.69042"
"1045365","3.4641"
"1045445",NULL
"1045788","2.44949"
"1045839","3.60555"
"1045859","8.60233"
"1045923","2"
"1045983","11.5758"
"104605","3"
"1046130","2.44949"
"1046170","2.64575"
"1046259","3.4641"
"1046323","2.44949"
"1046343","3.74166"
"1046360","2"
"10464","2.44949"
"1046557","1"
"1046590","1.41421"
"1046640","3.16228"
"1046670","4.3589"
"1046680","2.82843"
"1046714","1"
"10469","2"
"1046969","1"
"10470","4.3589"
"1047005","1.41421"
"1047115","6.32456"
"1047490","1.41421"
"1047500","1"
"1047724","5.65685"
"1047763","2"
"1047817","5.56776"
"1047831","5.47723"
"1047909","2.44949"
"1047925","2"
"1047936","4.12311"
"1047949","7.28011"
"104796","5.83095"
"1048093","1.41421"
"1048178","1.73205"
"1048184","1.73205"
"1048208","2"
"1048248","1.73205"
"1048283","1"
"1048316","4.3589"
"1048381","4.47214"
"1048508","2.82843"
"1048615","1.73205"
"1048650","3.4641"
"1048660","2.82843"
"1048661","2.64575"
"1048668","2.64575"
"10488","1.41421"
"1048864","4.24264"
"1049039","1"
"1049061","2.82843"
"1049144","2.44949"
"104917","2"
"104921","1"
"1049217","2.23607"
"1049219","3.87298"
"1049365","1"
"1049394","2.44949"
"1049400","1"
"1049414","3.16228"
"1049422","1"
"1049475","2"
"1049490","4.47214"
"1049526","3.16228"
"1049595","1.73205"
"1049603","3.60555"
"104965","4.24264"
"1049735","3.4641"
"1049750","4.12311"
"1049850","1.41421"
"1049943","2.44949"
"1050009","6.40312"
"1050018","3"
"1050037","1"
"1050075","2.82843"
"1050314","2"
"105040","1"
"1050412","1"
"1050502","2.44949"
"1050504","1"
"1050630","1"
"1050836","1.41421"
"1050949","2.64575"
"1050953","2.23607"
"1051040","2.64575"
"1051056","2.23607"
"1051144","2.82843"
"1051183","1.41421"
"1051240","2.23607"
"1051292","5"
"1051296","10.198"
"1051309","1"
"1051337","2.64575"
"1051345","2"
"1051353","2"
"1051380","1.73205"
"1051441","4.12311"
"1051471","2.44949"
"1051479","6.55744"
"1051621","4.24264"
"1051658","4"
"1051856","2.23607"
"1052002","4.69042"
"105202","1.41421"
"1052102","2.82843"
"1052107","2"
"1052182","3.74166"
"10522","9.74679"
"1052258","2.44949"
"105245","1"
"1052521","2.23607"
"105273","3.60555"
"1052807","1"
"1052809","3.74166"
"1052952","2.23607"
"1053084","1.73205"
"1053137","2.44949"
"1053231","9.94987"
"1053280","5"
"105334","1"
"1053370","3.16228"
"1053407","2.44949"
"1053459","2"
"1053464","2.23607"
"1053492","9"
"105351","3.60555"
"1053694","4.3589"
"1053884","1"
"1053983","4.69042"
"1054273","3.4641"
"1054322","2.64575"
"1054347","1.41421"
"1054366","2"
"1054487","1"
"105465","1"
"1054657","2.23607"
"1054741","1"
"1054885","4"
"1054979","2.23607"
"1055004","1.73205"
"1055030","12.8452"
"1055047","4.58258"
"1055107","2.64575"
"105511","2.64575"
"1055253","1"
"1055266","1"
"1055270","1.73205"
"1055431","3"
"1055502","2.23607"
"1055524","2.82843"
"1055624","3"
"1055645","4.69042"
"1055715","1.41421"
"1055719","2"
"1055735","3.87298"
"105574","3"
"1055839","2"
"1055846","8.12404"
"1056123",NULL
"1056152","5.83095"
"1056173","4.58258"
"1056359","1.73205"
"1056378","1.73205"
"1056407","1"
"1056463","2.23607"
"1056513","2"
"1056529","5.38516"
"1056541","5.19615"
"1056557","4.47214"
"1056569","1"
"1056753","1.41421"
"1056838","1.73205"
"1056845","1.41421"
"1057102","6.245"
"1057138",NULL
"1057164","1"
"10573","1.41421"
"1057375","3.31662"
"1057416","1.73205"
"105772","2"
"1057757","4.89898"
"1057831","2"
"1057867","1.41421"
"1057872","2.44949"
"1058015","9.38083"
"1058188","2.44949"
"1058224","4.47214"
"1058396","1.41421"
"1058478","1.73205"
"1058715","6.63325"
"1058816","11.4018"
"1058976","1.73205"
"1059023","8.42615"
"1059036",NULL
"1059207","2.82843"
"1059238","2.23607"
"1059271","1.41421"
"1059297","1"
"1059346","4.47214"
"1059501","3"
"1059574","1"
"1059576","4.79583"
"1059635","2.23607"
"1059764","2.23607"
"1059801","5.56776"
"1059846","2.64575"
"1059852","2"
"1059888","5.38516"
"105993","1.73205"
"1059933","2.44949"
"1059966","2.82843"
"1059972","1.41421"
"1059973","2.23607"
"1060145","1.73205"
"1060183","1"
"1060220","2.23607"
"106028","5.83095"
"1060318","1"
"1060467","1"
"1060487","2"
"1060623","6.16441"
"106064","1.41421"
"1060669","1.73205"
"1060803","2.44949"
"1060817","1"
"106083","2.64575"
"1060839","5.38516"
"1060929",NULL
"1060933","5.65685"
"1060992","5.2915"
"1061044","6.245"
"1061115","5.65685"
"1061167","5.38516"
"1061356","1.73205"
"1061447","1.41421"
"1061691","2.44949"
"1061934","6.245"
"1061977","2.64575"
"106202","1"
"106208","4.69042"
"1062165","2.44949"
"1062345","2.23607"
"1062354",NULL
"1062493","1.73205"
"1062649","1"
"106268","2.23607"
"1062737","2.64575"
"1062751","2.82843"
"1062819","2.82843"
"1062936","2.23607"
"1063087","1.73205"
"1063114","1"
"1063159","4.3589"
"106320","1.41421"
"1063201","2.64575"
"1063376","2.44949"
"1063401","8.30662"
"1063560","2"
"1063561","3.74166"
"1063601","3.16228"
"1063611","1.73205"
"1063680","2.23607"
"1063755","1.41421"
"1063849","5.91608"
"106391","5.56776"
"1064","3.16228"
"1064040","1.41421"
"1064079","1.41421"
"1064097","2.82843"
"106421","1"
"1064349","2.23607"
"106439","1"
"1064475","3.60555"
"1064481","1"
"1064700","1"
"1064889","2.23607"
"1064896","2.44949"
"1064916","2"
"1065005","1.73205"
"1065079","1.73205"
"106510","4.12311"
"1065154","1.41421"
"1065208","1"
"1065315",NULL
"106534","2.64575"
"1065393","3.31662"
"1065398","4.12311"
"106543","1.73205"
"1065441",NULL
"1065508","2.64575"
"106557","1"
"1065574","1"
"1065625","4.69042"
"1065656","4.89898"
"1065677","3.31662"
"1065910","3.4641"
"1065955","3"
"1065961","1.41421"
"1065982","1"
"1066011","3.31662"
"1066054","3.4641"
"1066284","7.14143"
"1066361","3.74166"
"1066427","2"
"1066432","1.73205"
"1066442","3.16228"
"1066483","7.54983"
"1066571",NULL
"1066733","1.73205"
"1066845","4.89898"
"1066878","2.44949"
"1066896","4.12311"
"1066914","2"
"1066931","1"
"1066945","1.41421"
"1066981","1"
"1067008","3.60555"
"1067079","4.24264"
"1067080","1"
"1067197","5.65685"
"1067200","2.82843"
"1067254","1"
"1067318","1.73205"
"1067386","1.73205"
"1067519","3.16228"
"1067527","2.44949"
"1067562","2"
"1067583","7.14143"
"1067668","2.23607"
"1067671","1"
"1067672","2.23607"
"1067710","3.87298"
"106775","3.31662"
"1067755","1.73205"
"1067777","1.41421"
"106778","2.23607"
"1067784","1.41421"
"1067804","6.48074"
"1067847","3.4641"
"1067917","1"
"1067947","1"
"1068041","1"
"1068060","1.41421"
"1068202","1"
"1068393","5.2915"
"1068440","2.23607"
"1068458","2.44949"
"1068539","3.60555"
"1068549","1"
"1068592","4.12311"
"1068598","2.44949"
"1068604","2.64575"
"1068729","3.16228"
"1068818","2.23607"
"1068821","4.24264"
"1068837","1"
"106884","1"
"1068863","1.73205"
"1069071","3.87298"
"106919","1.41421"
"1069249","1.41421"
"1069338","1"
"1069362","3.4641"
"1069590","1"
"1069607","1"
"1069655","4.12311"
"1069739",NULL
"1069956","2"
"1069971","4.12311"
"1070004","9.11043"
"1070068","1.41421"
"107015","1.73205"
"1070151","1"
"1070230","2.44949"
"1070276","2.23607"
"1070346",NULL
"1070360","2.44949"
"1070400","1"
"107050","2.44949"
"1070569","2.23607"
"1070644","1"
"1070770","3.87298"
"1070782","1.73205"
"1070808","5.65685"
"1070853","1.73205"
"1071162","2.44949"
"1071213","4"
"1071251","1"
"1071315","5.19615"
"1071359","2.64575"
"1071445",NULL
"1071615","5.47723"
"1071631","4.12311"
"1071671","6.40312"
"1071708","4"
"1071830","5.74456"
"1071833","2.64575"
"1071838","2.23607"
"1071865","4.58258"
"1071907","2.82843"
"1072109","2.44949"
"1072221","3.60555"
"1072254","1"
"1072298","2"
"1072370","2.23607"
"1072400","2.64575"
"1072456","2.23607"
"1072519","1.41421"
"1072661","1"
"1072667","4"
"1072719","2.23607"
"1072733","1.73205"
"1072875","3.74166"
"1072906","2.23607"
"107297","1.41421"
"1073141","1.41421"
"1073213","2"
"1073269","1"
"1073325","2.82843"
"1073840","1"
"1073927","3.87298"
"1073975","6.16441"
"1074141","2.44949"
"1074272","6.32456"
"1074355","1"
"1074359","3.74166"
"10744","3.74166"
"1074414","1.73205"
"107447","1"
"1074487","1"
"1074488","5.74456"
"1074532","2.64575"
"1074615","1.41421"
"1075036","1.41421"
"1075057","1.41421"
"1075206","5.56776"
"107528","1.73205"
"1075395","5"
"1075400","3.74166"
"1075415","2.44949"
"1075513","5.83095"
"1075619","1.73205"
"1075621","3"
"1075786","2.82843"
"1075789","7.07107"
"1075938","2.23607"
"1076044","1.73205"
"1076049","4.79583"
"1076070","1"
"1076073","3.74166"
"1076095","1.73205"
"1076187","2.64575"
"1076201","2.23607"
"1076205","1"
"1076442","1.73205"
"1076585","1.41421"
"1076734","1.41421"
"1076744","1.41421"
"107679","2"
"1076828","8.06226"
"1076879","1"
"1076900","1.73205"
"1076907","1"
"1077206","1"
"1077259","4.47214"
"1077310","1.41421"
"1077320","1.41421"
"1077457",NULL
"1077468","1"
"1077825","1"
"1077943","2.23607"
"1078102","5.38516"
"1078109","1"
"1078163","1"
"1078168","12.1655"
"1078191",NULL
"1078241","1.73205"
"1078401","4.12311"
"107850","5.38516"
"1078603","6.245"
"1079015","5.38516"
"1079082","2.82843"
"1079111","1"
"1079181","2.82843"
"1079188","1"
"1079218","2.23607"
"1079480","1"
"107952",NULL
"1079530","1"
"1079705","4.79583"
"1079768","2.64575"
"1079873","3.87298"
"107992","1.41421"
"1079945","3.87298"
"1079991","1.73205"
"1080003","3.60555"
"1080051","8.12404"
"1080405","4"
"1080410","1.73205"
"1080458","4.69042"
"1080467",NULL
"1080548","2"
"1080633","2.64575"
"1080685","2"
"1080852","3.60555"
"10809","1"
"1080907","2.23607"
"1080929","5"
"1080994","1"
"1081074","5.09902"
"108109","5.2915"
"1081143","3.31662"
"1081244","7.54983"
"1081325","2.23607"
"1081505","2.23607"
"1081570","3.60555"
"1081620","2.44949"
"1081621","3.4641"
"1081632","3.60555"
"1081659","2.64575"
"1081711","1"
"1081728","1"
"1081897","1"
"1081933","1.73205"
"1081966","1"
"1082020","4.58258"
"1082021","2.23607"
"1082024","1.73205"
"1082082","3.4641"
"1082264","3"
"1082354","2"
"1082431","6.245"
"1082466","2.23607"
"1082523","2"
"1082673","1"
"1082720","4.89898"
"1082742","4.47214"
"1082755","2.23607"
"1082844","2"
"1082847","1.41421"
"1083051","2.64575"
"1083094","3.74166"
"1083116","2.44949"
"1083255","6.48074"
"1083261","4.58258"
"1083368","1"
"1083372","3.74166"
"1083378","2.44949"
"1083745","3.74166"
"1083917","2"
"1084028","3.74166"
"1084257","7.4162"
"108447","3"
"1084797","4.12311"
"1084849","6.16441"
"1084925","3.60555"
"108506","2.64575"
"1085180","1"
"1085216","1.73205"
"1085389","1"
"1085454","4.24264"
"1085557","2.82843"
"1085637","2.44949"
"1085855","1"
"1085913","1.41421"
"1085928","4.24264"
"1086333","3.60555"
"1086468","1"
"1086606","4.58258"
"1086613","2.23607"
"1086720","1.41421"
"1086883","4.58258"
"108692","1"
"10870",NULL
"1087030","2.44949"
"1087254","2.44949"
"1087302","1.41421"
"1087392","1.73205"
"1087472","1"
"1087636","1.41421"
"1087684","1"
"1087903","1.73205"
"1087988","1"
"1088075","1"
"1088206","3.60555"
"1088258","3.16228"
"1088378","3"
"1088443","6.78233"
"1088465","4"
"1088586","4.24264"
"1088633","4.58258"
"1088802","3.16228"
"1088803","8.30662"
"108891","4.69042"
"1089","9.59166"
"1089055","2"
"1089118","2.23607"
"1089214","1.73205"
"1089239","5.19615"
"1089389","2.23607"
"1089482","3"
"1089525","4.69042"
"1089543","2.82843"
"1089544","3.4641"
"1089555","1"
"108961",NULL
"1089617","1"
"1089691","4.69042"
"1089746","7.61577"
"1089752","1.41421"
"1089839","5.91608"
"1090114","3"
"1090183","1"
"1090329","1.73205"
"1090396","2.64575"
"1090440","1.41421"
"1090532","1"
"1090674","2"
"1090724","1.41421"
"1090768","1.41421"
"1090777","1.73205"
"1090813","4.69042"
"1090865","3.16228"
"1090888",NULL
"1090911","3.31662"
"1090928","2.44949"
"1091037","8.94427"
"1091064","3"
"1091273","1"
"1091363","3"
"1091397","2.64575"
"1091466","2.23607"
"1091515","1.41421"
"1091593","1.73205"
"1091594","3.31662"
"1091745","1.41421"
"1091830","1.41421"
"1091858","1"
"1091861","1"
"1091959","2.64575"
"1091991","1"
"1092005","1.73205"
"1092043","4.47214"
"1092088","1"
"1092106","3.16228"
"1092159","3"
"1092235","5.47723"
"1092271","9.69536"
"1092403","1"
"1092472","2.64575"
"109255","4.69042"
"1092563","1.73205"
"1092722","2.82843"
"1092747","1.73205"
"1092858","2.82843"
"1092874","1.73205"
"1092916","5"
"1092934","1"
"109308","1.41421"
"1093160","1"
"1093208","2.64575"
"1093260","2"
"109331","1"
"1093360","6.32456"
"1093469","5.19615"
"1093546","2.82843"
"1093616","4.3589"
"1093755","5.2915"
"1093864","2.23607"
"1093897","1"
"1093916","1.73205"
"1094123","3.60555"
"1094140","2.23607"
"1094174","3.4641"
"1094211","5.38516"
"1094233","2"
"1094315","3"
"1094413","2.44949"
"1094609","2"
"1094613","2.64575"
"1094654","1"
"1094686","8.24621"
"1094830","5.09902"
"1094887","2.82843"
"1094988","2.44949"
"1095142","2.82843"
"109518","2.82843"
"1095205","2"
"1095256","3.60555"
"1095454","1"
"109548","4.69042"
"1095562","3.4641"
"10956","3.74166"
"1095718","1"
"1095792",NULL
"1095958","2"
"1095971","3.60555"
"1096112","1"
"1096219","10.583"
"1096224","3"
"1096311","2.44949"
"1096385","1.41421"
"109646","2.44949"
"1096562",NULL
"1096568","2.82843"
"1096596","2.64575"
"1096749","3.4641"
"1096900","5.47723"
"1097080","2"
"1097124","4.79583"
"1097223","5.19615"
"1097272","4.58258"
"1097364","1"
"1097380","1.41421"
"1097441","1.41421"
"1097575","1.41421"
"1097703","1.41421"
"1097790","1"
"1097921","2.44949"
"109800","1"
"1098070","2"
"109809","3.74166"
"1098124","1"
"1098217","5"
"1098421","6.48074"
"1098424","1"
"1098471","6.245"
"1098506","1.73205"
"1098536","4.58258"
"1098696","1"
"1098698","1.73205"
"1098758","6.78233"
"1098850","1"
"1098883","4.3589"
"1098934","1"
"1099019","1"
"109904","4.47214"
"1099101","5.83095"
"1099400","3.4641"
"1099469","2.82843"
"1099581","4.24264"
"10996","2.23607"
"1099759","2.23607"
"1099845","3.60555"
"1099868","1.41421"
"1099883","1.41421"
"1099956",NULL
"1099981","2.44949"
"1099990","2"
"1100018","1.41421"
"110004","3.31662"
"1100049","2.23607"
"110010","3.31662"
"1100233","1"
"1100525","1"
"1100537","1.41421"
"1100593","1.41421"
"1100745","3.87298"
"1100934","6.55744"
"1101003","3.16228"
"110105","2.82843"
"1101062","4.89898"
"1101077","1"
"1101098","1.41421"
"1101143","4.79583"
"1101351","3.4641"
"110140","3.60555"
"1101406",NULL
"1101411","3.4641"
"1101486","11.3137"
"1101487","9.59166"
"110182","2"
"1101850","6.63325"
"1101903","5.19615"
"1101915","1"
"1101920","2.82843"
